tracer,region,combined_regions,z_min,z_max,n_data,n_random,n_templates,template_names,external_templates_requested,template_weighted_r2,raw_amplitude,raw_ra_deg,raw_dec_deg,raw_null_p_value,raw_block_null_p_value,corrected_amplitude,corrected_ra_deg,corrected_dec_deg,corrected_null_p_value,corrected_block_null_p_value,amplitude_ratio_corrected_to_raw,axis_shift_raw_to_corrected_deg,raw_jackknife_axis_max_shift_deg,corrected_jackknife_axis_max_shift_deg,raw_map_path,corrected_map_path,weight_mode,nside,data_source,random_source
QSO,NGC+SGC,NGC+SGC,1.5,2.1,432458,6407012,11,"external:pixweight_dark_ebv,external:pixweight_dark_stardens,external:pixweight_dark_galdepth_g,external:pixweight_dark_galdepth_r,external:pixweight_dark_galdepth_z,external:pixweight_dark_psfsize_g,external:pixweight_dark_psfsize_r,external:pixweight_dark_psfsize_z,external:legacy_dr9_bricks_cosky_g,external:legacy_dr9_bricks_cosky_r,external:legacy_dr9_bricks_cosky_z","pixweight_dark_ebv=data/external/templates/pixweight_dark_ebv_nside16_ring.npz,pixweight_dark_stardens=data/external/templates/pixweight_dark_stardens_nside16_ring.npz,pixweight_dark_galdepth_g=data/external/templates/pixweight_dark_galdepth_g_nside16_ring.npz,pixweight_dark_galdepth_r=data/external/templates/pixweight_dark_galdepth_r_nside16_ring.npz,pixweight_dark_galdepth_z=data/external/templates/pixweight_dark_galdepth_z_nside16_ring.npz,pixweight_dark_psfsize_g=data/external/templates/pixweight_dark_psfsize_g_nside16_ring.npz,pixweight_dark_psfsize_r=data/external/templates/pixweight_dark_psfsize_r_nside16_ring.npz,pixweight_dark_psfsize_z=data/external/templates/pixweight_dark_psfsize_z_nside16_ring.npz,legacy_dr9_bricks_cosky_g=data/external/templates/legacy_dr9_bricks_cosky_g_nside16_ring.npz,legacy_dr9_bricks_cosky_r=data/external/templates/legacy_dr9_bricks_cosky_r_nside16_ring.npz,legacy_dr9_bricks_cosky_z=data/external/templates/legacy_dr9_bricks_cosky_z_nside16_ring.npz",0.003975833353774161,0.0037837909625420456,46.94617264376726,51.75610524226659,0.9916016796640672,0.8346330733853229,0.0037028362104623105,87.9612537583462,-78.00209288275812,0.9928014397120576,0.8404319136172765,0.9786048561135767,47.84530952983195,69.25808370183539,70.32482681425815,/Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/processed/QSO_NGC_SGC_z1p500_2p100_nside16_combined_template_regressed_raw_map.npz,/Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/processed/QSO_NGC_SGC_z1p500_2p100_nside16_combined_template_regressed_corrected_map.npz,desi,16,"/Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/raw/QSO_NGC_clustering.dat.fits, /Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/raw/QSO_SGC_clustering.dat.fits","/Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/raw/QSO_NGC_0_clustering.ran.fits, /Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/raw/QSO_SGC_0_clustering.ran.fits"
QSO,NGC+SGC,NGC+SGC,2.1,3.5,366560,5431342,11,"external:pixweight_dark_ebv,external:pixweight_dark_stardens,external:pixweight_dark_galdepth_g,external:pixweight_dark_galdepth_r,external:pixweight_dark_galdepth_z,external:pixweight_dark_psfsize_g,external:pixweight_dark_psfsize_r,external:pixweight_dark_psfsize_z,external:legacy_dr9_bricks_cosky_g,external:legacy_dr9_bricks_cosky_r,external:legacy_dr9_bricks_cosky_z","pixweight_dark_ebv=data/external/templates/pixweight_dark_ebv_nside16_ring.npz,pixweight_dark_stardens=data/external/templates/pixweight_dark_stardens_nside16_ring.npz,pixweight_dark_galdepth_g=data/external/templates/pixweight_dark_galdepth_g_nside16_ring.npz,pixweight_dark_galdepth_r=data/external/templates/pixweight_dark_galdepth_r_nside16_ring.npz,pixweight_dark_galdepth_z=data/external/templates/pixweight_dark_galdepth_z_nside16_ring.npz,pixweight_dark_psfsize_g=data/external/templates/pixweight_dark_psfsize_g_nside16_ring.npz,pixweight_dark_psfsize_r=data/external/templates/pixweight_dark_psfsize_r_nside16_ring.npz,pixweight_dark_psfsize_z=data/external/templates/pixweight_dark_psfsize_z_nside16_ring.npz,legacy_dr9_bricks_cosky_g=data/external/templates/legacy_dr9_bricks_cosky_g_nside16_ring.npz,legacy_dr9_bricks_cosky_r=data/external/templates/legacy_dr9_bricks_cosky_r_nside16_ring.npz,legacy_dr9_bricks_cosky_z=data/external/templates/legacy_dr9_bricks_cosky_z_nside16_ring.npz",0.011364108695673503,0.00860659151531364,324.6732438368095,15.965553315766227,0.8512297540491902,0.2409518096380724,0.00398730770034114,329.99593222391746,-4.00984398435918,0.9804039192161568,0.7800439912017596,0.46328534278018835,20.657834041989233,19.54837735598873,49.84552878891515,/Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/processed/QSO_NGC_SGC_z2p100_3p500_nside16_combined_template_regressed_raw_map.npz,/Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/processed/QSO_NGC_SGC_z2p100_3p500_nside16_combined_template_regressed_corrected_map.npz,desi,16,"/Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/raw/QSO_NGC_clustering.dat.fits, /Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/raw/QSO_SGC_clustering.dat.fits","/Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/raw/QSO_NGC_0_clustering.ran.fits, /Users/i.mikhailov/Desktop/work/cosmo/cosmo_genesis_gradient/data/raw/QSO_SGC_0_clustering.ran.fits"
